s,title_num,chapter_num,subchapter_num,section_num,title_name,chapter_name,subchapter_name,section_name,universal_citation,current_through,section_content_text,file_source
T10A_C31_SC29_SEC10A_31_29_4,10A,31,29,10A_31_29_4,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,FISCAL MANAGEMENT,Accountability and expenditure of inmate welfare funds,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) Staff at each adult county correctional facility shall maintain records for inmate welfare fund accounts. (b) The governing body or Administrator of the adult county correctional facility shall be responsible to control and authorize all expenditures of inmate welfare funds. (c) Inmate welfare funds shall be spent on amenities only for the use, benefit and general welfare of the inmate population as a whole. Such amenities include, but are not limited to: recreation and sports equipment; awards for academic, vocational and sporting achievements; library books, movies, magazines, and other subscriptions; annual licensing fees for a film blanket license; visit, recreation, holiday and inmate incentive program decorations and food; stipends for referees and guest speakers; and equipment to enhance the law library that is not otherwise required for legal access. (d) Inmate welfare funds shall not be used for items the Department or county is required to provide, the payment of employee salaries, or for the purchase of any item or service, which is not intended for use by the inmate population, such as, but not limited to, security equipment or automobiles. (e) Inquiries and issues regarding the use of inmate welfare funds shall be directed to the Assistant Commissioner or designee, Department of Corrections, Division of Programs and Community Services. Further, staff at adult county correctional facilities should obtain legal advice regarding such inquiries and issues from their respective county counsel when deemed necessary. (f) Gifts from individuals, corporations and charitable foundations shall be spent as designated by the donor when appropriate, or when undesignated, at the discretion of the governing body or Administrator of the adult county correctional facility. The monies from these gifts shall be identified separately in the inmate welfare fund so that expenditures can be directly related to the source of funds. (g) Inmate welfare funds shall not be spent for any purpose which is not consistent with the rules outlined in this subchapter.",title-10a/chapter-31/subchapter-29/section-10a-31-29-4.html
T10A_C31_SC2_SEC10A_31_2_1,10A,31,2,10A_31_2_1,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,ENFORCEMENT PROCEDURES,"Authority of the Commissioner, New Jersey Department of Corrections",,"Current through Register Vol. 57, No. 12, June 16, 2025","(a)N.J.S.A. 30:1B-10 gives the Commissioner of the Department of Corrections the authority to establish minimum standards for adult county correctional facilities. (b) The Commissioner may, in accordance with the Administrative Procedure Act, P.L. 1968, c. 410 (N.J.S.A. 52:14B-1 et seq.) promulgate such rules and regulations as are deemed necessary to establish minimum standards for the care, treatment, government and discipline of inmates in adult county correctional facilities. (c) The Department of Corrections is aware that a number of older adult county correctional facilities operate under certain physical/structural deficiencies. Such facilities may be authorized to make reasonable accommodations to comply with this chapter. However, in the areas of renovation and/or new construction of adult county correctional facilities, the Department of Corrections shall require compliance with this chapter. (d) The Commissioner may exempt an adult county correctional facility, or operational unit from adherence to a rule or certain requirements of a rule in accordance with provisions established in N.J.A.C. 10A:31-1.5 and in instances where the adult county correctional facility is not in compliance with one or several of the requirements of the minimum standards, but: 1. The adult county correctional facility is in compliance with the general intent and purpose of the minimum standards; and 1. The adult county correctional facility is in compliance with the general intent and purpose of the minimum standards; and 2. The Commissioner has determined that to require the facility to comply strictly with all requirements of the minimum standards would result in an undue hardship to the overall management of the adult county correctional facility.",title-10a/chapter-31/subchapter-2/section-10a-31-2-1.html
T10A_C31_SC2_SEC10A_31_2_2,10A,31,2,10A_31_2_2,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,ENFORCEMENT PROCEDURES,Physical inspection and/or program evaluation,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) The physical inspection and/or programmatic evaluation of adult county correctional facilities shall be conducted by staff from the Office of County Services, New Jersey Department of Corrections. A staff member from the adult county correctional facility may observe the inspection if requested by the adult county correctional facility Administrator. (b) An initial report of the findings of the physical inspections and/or the programmatic evaluations, listing all violations shall be submitted to the Sheriff or adult county correctional facility Administrator and the County Assignment Judge with copies to the Freeholder Director or County Executive. (c) The initial report shall contain notice that corrective action must be effected or initiated within 60 days, and a date for re-inspection shall be scheduled.",title-10a/chapter-31/subchapter-2/section-10a-31-2-2.html
T10A_C31_SC2_SEC10A_31_2_3,10A,31,2,10A_31_2_3,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,ENFORCEMENT PROCEDURES,Re-inspection,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) A re-inspection shall be conducted noting the abatement status of all violations. (b) If additional violations are discovered during the re-inspection, a separate addendum shall be attached to the initial list of violations. (c) A letter indicating the findings of each re-inspection shall be submitted to the parties listed in N.J.A.C. 10A:31-2.2. (d) A date shall be scheduled for final re-inspection prior to any enforcement action. (e) The final report of the finding of the physical inspections and/or programmatic evaluations shall be submitted to the Sheriff or adult county correctional facility Administrator with copies to the Freeholder Director or County Executive.",title-10a/chapter-31/subchapter-2/section-10a-31-2-3.html
T10A_C31_SC2_SEC10A_31_2_4,10A,31,2,10A_31_2_4,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,ENFORCEMENT PROCEDURES,Extension of time to correct violations,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) At any time prior to enforcement of restrictions, the county may request an extension of time to correct the violations. Said request must be in writing and must specify: 1. The particular violations which the county expects to have difficulty in correcting; 1. The particular violations which the county expects to have difficulty in correcting; 2. The reason(s) for the difficulty; 3. The nature of corrective action being undertaken; and 4. The date by which correction of violations will be completed.",title-10a/chapter-31/subchapter-2/section-10a-31-2-4.html
T10A_C31_SC2_SEC10A_31_2_5,10A,31,2,10A_31_2_5,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,ENFORCEMENT PROCEDURES,Enforcement action,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a) In the event acceptable corrective action has not been effected or initiated upon final reinspection, notice shall be forwarded, by certified mail, to the county stating that: 1. Effective immediately, the county shall cease to admit persons sentenced to State correctional facilities; 1. Effective immediately, the county shall cease to admit persons sentenced to State correctional facilities; 2. Effective 30 days after receipt of notice, the county shall cease to admit persons sentenced to terms in said adult county correctional facility; and 3. Effective 90 days after receipt of notice, the county shall cease to accept all persons sent to said adult county correctional facility.",title-10a/chapter-31/subchapter-2/section-10a-31-2-5.html
T10A_C31_SC30_SEC10A_31_30_1,10A,31,30,10A_31_30_1,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,Interstate Corrections Compact,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a)N.J.S.A. 30:7C-1 et seq. establishes the Interstate Corrections Compact which provides that the State of New Jersey may enter into a contract with any other signatory state of the United States whereby prisoners from contracting states may be transferred between such states and confined in correctional facilities outside the state of conviction on a reciprocal basis or as otherwise provided for by the contract or a rider. (b) The Commissioner, New Jersey Department of Corrections, is the designated Administrator of the Interstate Corrections Compact. The Commissioner may delegate this authority to an appropriate designee who shall have full authority to act on all matters pertaining to the Interstate Corrections Compact. (c) In the event such a transfer is requested or ordered for an adult county correctional facility inmate, the adult county correctional facility Administrator shall be responsible for contacting the Commissioner of the New Jersey Department of Corrections in writing and for compliance with applicable provisions of State law relative to the Interstate Corrections Compact. Applicable provisions of N.J.A.C. 10A:10-3, Interstate Corrections Compact, may be used as guidelines.",title-10a/chapter-31/subchapter-30/section-10a-31-30-1.html
T10A_C31_SC30_SEC10A_31_30_2,10A,31,30,10A_31_30_2,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,Interstate Agreement on Detainers,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a)N.J.S.A. 2A:159A-1 et seq. sets forth the Interstate Agreement on Detainers (IAD) and is intended to: 1. Encourage the orderly, expeditious disposition of an untried indictment, information or complaint, which has been lodged against a prisoner by any other state that is a party to the Agreement; and 1. Encourage the orderly, expeditious disposition of an untried indictment, information or complaint, which has been lodged against a prisoner by any other state that is a party to the Agreement; and 2. Provide cooperative procedures for securing the transfer of an inmate to or from a receiving state.",title-10a/chapter-31/subchapter-30/section-10a-31-30-2.html
T10A_C31_SC30_SEC10A_31_30_3,10A,31,30,10A_31_30_3,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,Extradition,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a)N.J.S.A. 2A:160-6 et seq. sets forth the Uniform Criminal Extradition Act. The Uniform Criminal Extradition Act provides for an agreement between the executive authorities of two or more cooperative states to provide for the transference of custody of an inmate from the sending state to a receiving state for purposes of disposing of outstanding indictments, informations and/or complaints or for sentencing. The agreement provides for return of an inmate to the sending jurisdiction from the receiving jurisdiction after the terms of the agreement are satisfied. (b) In the event an extradition is requested or ordered for an adult county correctional facility inmate, the Administrator of the adult county correctional facility shall be responsible for contacting the Commissioner of the New Jersey Department of Corrections in writing and for compliance with applicable provisions of State law relative to extradition proceedings. Applicable provisions of N.J.A.C. 10A:10-5 may be used as extradition guidelines.",title-10a/chapter-31/subchapter-30/section-10a-31-30-3.html
T10A_C31_SC30_SEC10A_31_30_4,10A,31,30,10A_31_30_4,CORRECTIONS,ADULT COUNTY CORRECTIONAL FACILITIES,INTERJURISDICTIONAL AGREEMENTS AND STATUTES,International transfer,,"Current through Register Vol. 57, No. 12, June 16, 2025","(a)N.J.S.A. 30:7D-1 authorizes the Commissioner, Department of Corrections, to transfer inmates having foreign citizenship status to countries of citizenship, provided that a treaty exists between the United States and the foreign country. (b) In the event the international transfer of an adult county correctional facility inmate is requested or ordered, the Administrator of the adult county correctional facility shall be responsible for contacting the Commissioner of the New Jersey Department of Corrections in writing and for compliance with applicable provisions of State and Federal law relative to international transfer proceedings. Applicable provisions of N.J.A.C. 10A:10-6 may be used as international transfer guidelines.",title-10a/chapter-31/subchapter-30/section-10a-31-30-4.html
